numero,empresa,cnpj,forma_do_registro,modalidade,objeto,gestor,fiscal_tecnico,fiscal_administrativo,ato_de_nomeacao,valor,data_inicio,data_termino,vigencia_na_colheita,empresa_sancionada,recebeu_ordem_bancaria,as_of
086-24,NP TECNOLOGIA E GESTAO DE DADOS LTDA,07797967000195,cnpj,Inexigibilidade,"Contratação, por INEXIGIBILIDADE de licitação, de empresa especializada no fornecimento de licença para acesso à ferramenta de pesquisa e comparação de preços praticados pela Administração Pública, com disponibilização de 4 (quatro) senhas a serem utilizadas pela Diretoria de Administração e Finanças (DAF), pelo Núcleo de Instruções e Pesquisa de Preços (NUINP) e pela Diretoria de Modernização e Informática (DMI).",,Sebastião Bento Tavares / Guilherme Menezes Ramos,,"PSG nº 296, de 17/12/2024, DCL nº 279, de 19/12/2024","49.200,00",2025-12-20,2026-12-19,vigente,não,sim,2026-06-26T15:56:41
033-22,CONFIANÇA ADMINISTRAÇÕES E SERVIÇOS EIRELI,14745075000106,cnpj,Dispensa,"Prestação de serviço contínuo de Gerenciamento dos Resíduos do Serviço de Saúde (RSS), abrangendo coleta, transporte, tratamento e destinação final dos resíduos gerados no Setor de Assistência à Saúde (SAS), da CLDF.",,Ana Patrícia Barreto Carvalho / Ana Cristina Teixeira Cyrino Santos,,"PSG nº 37, de 11/02/2025, DCL nº 34, de 14/02/2025","2.339,04",2026-01-03,2027-01-02,vigente,não,sim,2026-06-26T15:56:41
089-24,E-LIVRO EDUCACIONAL LTDA,34878390000119,cnpj,Inexigibilidade,"O presente contrato tem por objeto a assinatura anual da plataforma digital de livros eLivro , contemplando acesso simultâneo integral para até 400 (quatrocentos) usuários, conforme especificações constantes no Termo de Referência SEI nº 1920181 e proposta comercial SEI nº 1907148.",,Franciane Santana Grimaldi de Oliveira / Miguel Ângelo Bueno Portela,,"PSG nº 18, de 28/01/2025, DCL nº 22, de 29/01/2025.","20.098,71",2026-01-03,2027-01-02,vigente,não,sim,2026-06-26T15:56:41
ARP 008-25,RAFAPAPER DISTRIBUIDORA LTDA,30735649000111,cnpj,Ata de Registro de Preço,"Aquisição de materiais gerais de expediente, por meio do sistema de registro de preços, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF), conforme a quantidade e especificações constantes no Termo de Referência  Anexo I do Edital.",,Lidiane Duarte Silva de Oliveira / Maria da Penha de Araújo,,"PSG nº 177, de 16/06/2026. DCL nº 125, de 18/06/2026","35.128,50",2026-01-13,2027-01-12,vigente,não,sim,2026-06-26T15:56:41
ARP 010-25,VS-VIEIRA SANTOS COM.DE ARTIGOS DE PAPELARIA E INFORMÁTICA LTDA,23230795000120,cnpj,Ata de Registro de Preço,"Aquisição de materiais gerais de expediente, por meio do sistema de registro de preços, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF), conforme a quantidade e especificações constantes no Termo de Referência  Anexo I do Edital.",,Lidiane Duarte Silva de Oliveira / Maria da Penha de Araújo,,"PSG nº 177, de 16/06/2026. DCL nº 125, de 18/06/2026","3.875,40",2026-01-13,2027-01-12,vigente,não,sim,2026-06-26T15:56:41
ARP 001-26,JR COMÉRCIOS E VIDROS LTDA,12500834000145,cnpj,Pregão,Aquisição de mobiliário padrão para a Câmara Legislativa do Distrito Federal,Pedro Henrique Oliveira Giraldes / Lidiane Cordeiro Sampaio Rebouças,João Lucas Santos Flores / Ana Carolina Fontes Rodrigues Panerai,,"PSG nº 154, de 03/06/2026, DCL nº 113, de 09/06/2026.","364.238,00",2026-01-19,2027-01-18,vigente,não,sim,2026-06-26T15:56:41
066-25,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,61198164000160,cnpj,Dispensa,"Contratação de empresa especializada em seguro predial abrangente, destinado a prover cobertura para o Edifício Sede da Câmara Legislativa do Distrito Federal (CLDF), incluindo a totalidade dos bens móveis e imóveis alocados",,Yan Nunes Rangel Costa / Debora Kelly Martins Coelho,,"PSG nº 27, de 30/01/2026, DCL nº 22, de 03/02/2026.","14.547,07",2026-01-22,2027-01-21,vigente,não,sim,2026-06-26T15:56:41
ARP 004-26,BK TECNOLOGIA DA INFORMAÇÃO LTDA,12625657000123,cnpj,Pregão,"Licenças Elastic Cloud Enterprise, contemplando serviço de implantação, implementação e migração, serviço de capacitação/treinamento da solução e serviço de suporte técnico especializado sob demanda.",,Pedro Cunha Rêgo Célestin / Paulo Jorge Lino Silva Junior,,"PSG nº 25, de 29/01/2026, DCL nº 21, de 02/02/2026","4.351.000,00",2026-01-22,2027-01-21,vigente,não,sim,2026-06-26T15:56:41
ARP 012-25,DECORINTER INDÚSTRIA E COMÉRCIO LTDA,03884308000135,cnpj,Ata de Registro de Preço,Fornecimento e instalação de persianas (tipo rolô tela solar e rolô blackout) para o edifício sede da CLDF,José Gomes da Silva Neto / Debora Kelly Martins Coelho,Osmar Rodrigres da Silva / Wesley Soares de Lima,,"PSG nº 31, de 10/02/2025, DCL nº 32, de 12/02/2025","126.268,00",2026-01-22,2027-01-22,vigente,não,sim,2026-06-26T15:56:41
011-25,CONNECTOR ENGENHARIA LTDA,01114245000102,cnpj,Pregão,"Prestação de serviços de Copeiragem (copeiro e garçom) para atendimento das necessidades da CLDF, incluindo o fornecimento de material de consumo por demanda e equipamentos necessários.",Jose Gomes da Silva Neto / Yan Nunes Rangel Costa,Osmar Rodrigues da Silva / Wesley Soares de Lima,Ivaldo Vieira de Pádua / Wilker Carvalho Leite da Silva,"PSG nº 20, de 29/01/2025, DCL nº 24, de 31/01/2025","1.726.207,74",2026-01-25,2027-01-24,vigente,não,sim,2026-06-26T15:56:41
004-26,BK TECNOLOGIA DA INFORMAÇÃO LTDA,12625657000123,cnpj,Pregão,"Eventual fornecimento de licenças Elastic Cloud Enterprise, contemplando serviço de implantação, implementação e migração, serviço de capacitação/treinamento da solução e serviço de suporte técnico especializado sob demanda",Jan Riella / Paulo Jorge Lino Silva Junior,João de Carvalho Ferreira / Alberto Campos Siqueira,Ludimilla Costa Silva Alves / Isabella Pinheiro Tavares,"PSG nº 162, de 09/06/2026, DCL nº 117, de 11/06/2026","4.041.000,00",2026-01-28,2027-01-27,vigente,não,sim,2026-06-26T15:56:41
002-26,GOVERNET EDITORA LTDA,07316919000138,cnpj,Inexigibilidade,"Fornecimento de assinatura anual dos periódicos digitais Boletins de Licitações e Contratos, de Orçamento e Finanças, de Recursos Humanos, de Administração Pública e Gestão Municipal e o de Convênios e Parcerias (cortesia), editados, distribuídos e comercializados exclusivamente pela Governet Editora",,Miguel Ângelo Bueno Portela / Cleide Cristina Soares,,"PSG nº 30, de 03/02/2026, DCL nº 23, de 04/02/2026.","36.390,75",2026-02-02,2027-02-01,vigente,não,sim,2026-06-26T15:56:41
003-26,MODUS CONSULTORIA ORGANIZACIONAL LTDA,09547021000104,cnpj,Inexigibilidade,"Realização de diagnóstico institucional de Qualidade de Vida no Trabalho (QVT), por meio da metodologia de Ergonomia da Atividade Aplicada (EAA_QVT), bem como para a revisão e atualização da Política e do Programa de QVT da CLDF.",Gabriela Pace Carreira Bittencourt / Daisy Diniz Lopes Rocha,Tatiana Ribeiro Tanabe Loureiro / Kelly Cristina Nascimento,,"PSG n. 38, de 11/02/2026, DCL n. 30 de 12/02/2026","230.000,00",2026-02-02,2027-02-01,vigente,não,não,2026-06-26T15:56:41
002-22,SHOWCASE PRO TECNOLOGIA LTDA.,05411789000197,cnpj,Pregão,"Prestação de serviços de audiodescrição sob demanda, com previsão máxima de 80 horas por mês, de forma que a faixa de audiodescrição deverá ser produzida e entregue mixada em programas prégravados da TV Câmara Distrital.",Nathaly Rodrigues da Costa / Andrea Heloiza Goulart,Felipe Machado Porto / Guilherme do Carmo Oliveira Feijó,,"PSG nº 004, de 12/01/2026, DCL nº 9, de 16/01/2026","433.960,20",2026-02-08,2027-02-07,vigente,não,sim,2026-06-26T15:56:41
002-23,SEFIX - GESTÃO DE PROFISSIONAIS EIRELI,13258899000199,cnpj,Pregão,"Contratação, por meio de execução indireita, de serviços contínuos e sob demanda de limpeza, conservação e higienização com fornecimento de materiais e equipamentos, no edifícios e áreas da CLDF.",Jose Gomes da Silva Neto/José Rodrigues Oliveira,Osmar Rodrigues da Silva,Ana Paula Prado Conde/Wilker Carvalho L da Silva,"PSG nº 123 de 12/05/2023, DCL Nº 102 de 16/05/2023","3.122.738,16",2026-02-08,2027-02-07,vigente,não,sim,2026-06-26T15:56:41
007-26,ROMULO GUEDES DOS SANTOS,07662533000188,cnpj,Pregão,Contratação de empresa especializada para fornecimento e instalação de mobiliários planejados para atender necessidades específicas e personalizadas de setores diversos da CLDF,Luiz Marino Kuller / Luiz Gustavo Ribeiro,Ana Carolina Fontes Rodrigues Panerai / João Lucas Santos Flores / Marcelo Ulisses Pimenta,,"PSG nº 40, de 13/02/2026; DCL nº 32, de 19/02/2026.","229.140,00",2026-02-12,2027-02-11,vigente,não,sim,2026-06-26T15:56:41
,SENADO FEDERAL,00530279000115,cnpj,Convênio,"Tornar disponível o Sistema Informatizado de Gestão de Bibliotecas (SIB), disponibilizado pela Biblioteca do Senado Federal.",Marcos Bizerra Costa,Kamila Ferreira Belo,,"PSG nº 021, de 08/03/21, DCL nº 053, de 09/03/22","53.363,64",2022-02-25,2027-02-24,vigente,não,sim,2026-06-26T15:56:41
007-22,CONTEXA INOVACAO EM TECNOLOGIA LTDA,31379786000123,cnpj,Pregão,"Prestação dos serviços de manutenção corretiva e preventiva, com fornecimento de peças e consumíveis, de impressora digital, exceto papel, toner, grampos e cilindros, incluindo suporte técnico de informática à estação de rasterização de imagem.",Luis Antonio Fidyk,Lázaro José Soares Tolentino,,"PSG nº 40, de 26/04/22, DCL nº 86, de 27/04/22","228.875,64",2026-03-03,2027-03-02,vigente,não,sim,2026-06-26T15:56:41
008-22,RPL COMERCIO E SERVICOS LTDA,32904046000121,cnpj,Pregão,Prestação de serviços de clipping impresso e online,Bruno Sodré de Moraes,Fábio Rivas de Almeida Fischer,,"PSG 23, de 11/03/2022, DCL nº 57, de 15/03/2022","34.544,16",2026-03-03,2027-03-02,vigente,não,sim,2026-06-26T15:56:41
009-26,AION SOLUCOES TECNOLOGICAS LTDA,52299142000103,cnpj,Dispensa,"fornecimento de assinatura, ativação e garantia de acesso ao serviço Flickr Pro na plataforma flickr.com para hospedagem, organização e compartilhamento do acervo fotográfico institucional da CLDF",,Andressa Anholete / Carlos Andre Gomes Gandra,,"PSG n. 75 de 16/03/2026, DCL nº 50 de 17/03/2026.","620,97",2026-03-12,2027-03-12,vigente,não,sim,2026-06-26T15:56:41
013-26,FUNDAÇÃO DE AMPARO AO TRABALHADOR PRESO DO DISTRITO FEDERAL (FUNAP/DF),03495108000190,cnpj,Dispensa,"Fornecimento de mão de obra de 04 (quatro) profissionais reeducandos, visando à prestação de serviços de movimentação, carga, descarga e transporte interno de bens patrimoniais",Jose Gomes da Silva Neto / Yan Nunes Rangel Costa,,,"PSG nº 81, de 19/03/2026, DCL nº 53 de 20/03/2026","105.060,48",2026-03-16,2027-03-16,vigente,não,não,2026-06-26T15:56:41
041-25,NCT INFORMATICA LTDA,03017428000135,cnpj,Pregão,"Renovação de garantia para os switches Fortinet modelos FS 1048E, FS M426E FPOE, FS 148FPOE e FS 148F da CLDF, a serem executados de forma continuada pelo período de 18 (dezoito) meses.",Pedro Cunha Rêgo Célestin / Paulo Jorge Lino Silva Junior,Paulo André Valadão de Brito / Ronaldo Marciano da Silva,Thais Predebon Cardoso / Jan Riella,"PSG nº 356, de 05/12/2025, DCL nº 271, de 09/12/2025","317.500,00",2025-09-18,2027-03-17,vigente,não,sim,2026-06-26T15:56:41
014-26,GESTEMAQ COMERCIO E ASSISTENCIA TECNICA LTDA,03624962000100,cnpj,Pregão,"Contratação de empresa especializada para prestação de serviços contínuos de manutenção corretiva e preventiva em equipamentos gráficos, com fornecimento de peças, visando atender às necessidades do Núcleo de Editoração e Produção Gráfica - NPG",,Lázaro José Soares Tolentino / Luis Antônio Fidik,,"PSG nº 82 de 20/03/2026, DCL Nº 54 de 23/03/2026","78.480,00",2026-03-18,2027-03-18,vigente,não,sim,2026-06-26T15:56:41
011-26,JR COMERCIOS E VIDROS LTDA,12500834000145,cnpj,Pregão,Aquisição de mobiliário padrão para a Câmara Legislativa do Distrito Federal,Pedro Henrique Oliveira Giraldes / Lidiane Cordeiro Sampaio Rebouças,João Lucas Santos Flores / Ana Carolina Fontes Rodrigues Panerai,,"PSG nº 154, de 03/06/2026, DCL nº 113, de 09/06/2026.","98.013,05",2026-03-20,2027-03-20,vigente,não,sim,2026-06-26T15:56:41
013-25,ZENITE INFORMACAO E CONSULTORIA S/A,86781069000115,cnpj,Inexigibilidade,"Contratação, por INEXIGIBILIDADE DE LICITAÇÃO, para fornecer assinatura anual da plataforma Zênite Fácil, monousuário com até 5 (cinco) acessos simultâneos, com 12 (doze) orientações por escrito no período de 12 (doze) meses, e recurso de inteligência artificial para consultas de temas e questões específicas sobre contratações públicas.",,Cleide Cristina Soares / Franciane Santana Grimaldi de Oliveira,,"PSG nº 39, de 17/02/2025, DCL nº 37, de 19/02/2025","28.409,96",2026-03-20,2027-03-20,vigente,não,sim,2026-06-26T15:56:41
ARP 016-25,PURÍSSIMA ÁGUA MINERAL LTDA,72602303000195,cnpj,Ata de Registro de Preço,"Fornecimento de água mineral sem gás, em galões de 20 litros, para atender as necessidades da Câmara Legislativa do Distrito Federal.",,Osmar Rodrigues Da Silva / Wesley Soares De Lima,,"PSG n. 91 de 03/04/2025, DCL n. 71 de 07/04/2025.","36.511,68",2026-03-27,2027-03-26,vigente,não,sim,2026-06-26T15:56:41
009-23,O2 AMBIENTAL LTDA,28993675000106,cnpj,Dispensa,"Serviços continuados de coleta, transporte, transbordo e destinação ou disposição final ambientalmente adequado dos resíduos sólidos orgânicos e indiferenciados gerados nas dependências da Câmara Legislativa do Distrito Federal",Jose Gomes da Silva Neto/José Rodrigues Oliveira,Osmar Rodrigues da Silva,,"PSG nº 125, de 12/05/23, DCL nº 102 de 16/05/23","40.427,16",2026-03-28,2027-03-27,vigente,não,sim,2026-06-26T15:56:41
006-24,RF SOLUCOES DE PREVENCAO CONTRA QUEDA EM ALTURA LTDA,27433008000106,cnpj,Dispensa,"Serviços de execução de sistema de ancoragem química, conforme projeto, nas lajes de cobertura do prédio administrativo, do prédio do Plenário e do prédio do Auditório.",,Hugo Pierre Lapa / Vinícius Teixeira Tambara,,"PSG n. 164 de 19/07/2024, DCL n. 159 de 23/07/2024","69.844,46",2026-04-02,2027-04-01,vigente,não,sim,2026-06-26T15:56:41
019-26,ZERO ZERO SETE PRODUCAO E FILMAGENS LTDA,15696518000189,cnpj,Pregão,"Contratação de empresa especializada para produção audiovisual educacional destinada a compor o curso Regimento Interno da CLDF (EaD),",,Thaís de Oliveira Alcantara / Frederico Coelho Krause,,"PSG n. 98 de 07/04/2026, DCL nº 67 de 10/04/2026.","41.900,00",2026-04-06,2027-04-06,vigente,não,não,2026-06-26T15:56:41
011-24,LEX EDITORA S A,61160768000117,cnpj,Inexigibilidade,Assinatura anual da Plataforma Jurídica Magisternet e 12 títulos das revistas especializadas,,Cleide Cristina Soares / Franciane Santana Grimaldi de Oliveira,,"PSG nº 87, de 17/04/2024, DCL nº 80, de 19/04/2024","10.344,92",2026-04-08,2027-04-07,vigente,não,sim,2026-06-26T15:56:41
021-26,ARTEMIS SOLUCOES PREVENCAO CONTRA INCENDIO LTDA,40298958000125,cnpj,Pregão,"Prestação de serviço comum para prestação de serviços continuados de motorista, com fornecimento de mão de obra em regime de dedicação exclusiva, para atendimento das demandas da Câmara Legislativa do Distrito Federal (CLDF)",Jose Gomes da Silva Neto / Debora Kelly Martins Coelho,Osmar Rodrigues da Silva / Wesley Soares de Lima,Daniel Caetano Bento / Vanessa Santana Anziliero,"PSG n. 112 de 23/04/2026, DCL nº 77 de 27/04/2026.","405.650,23",2026-04-07,2027-04-07,vigente,não,sim,2026-06-26T15:56:41
010-24,LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A,19877285000252,cnpj,Pregão,"Contratação de empresa especializada para fornecimento de solução de compartilhamento e edição de documentos, comunicação e colaboração em nuvem: correio eletrônico, pacote de software de escritório, calendário, agenda, gerenciamento e armazenamento de arquivos e pastas, solução de videoconferência e comunicação colaborativa, chat corporativo, implantação, migração, suporte técnico especializado e treinamento para a Câmara Legislativa do Distrito Federal  CLDF.",Ricardo Augusto Lobo / Luís Felipe Rabello Taveira,Airton Bordin Junior / Ricardo Campos Silva / Eliandra Isys Sandes Belle,Thais Monteiro Predebon,"PSG nº 73, de 26/03/2025. DCL nº 62, de 27/03/2025","11.275.567,60",2024-04-09,2027-04-09,vigente,não,sim,2026-06-26T15:56:41
018-26,GENTE SEGURADORA S/A,90180605000102,cnpj,Dispensa,"Contratação de empresa especializada em seguro automotivo com cobertura compreensiva (colisão, incêndio e roubo) e cobertura a terceiros (danos materiais e pessoais), para 13 (treze) veículos da frota da CLDF",,Osmar Rodrigues da Silva / Marcos Vieira,,"PSG n. 102 de 10/04/2026, DCL nº 70 de 15/04/2026.","9.495,88",2026-04-09,2027-04-09,vigente,não,sim,2026-06-26T15:56:41
,COMPANHIA DE PLANEJAMENTO DO DISTRITO FEDERAL - CODEPLAN,00046060000145,cnpj,Acordo de Cooperação,"Estudo, compartilhamento e parceria para a promoção, produção e veiculação de material audiovisual em ações de interesse mútuo entre a CLDF e a CODEPLAN",,,,,,2022-05-11,2027-04-15,vigente,não,não,2026-06-26T15:56:41
,INSTITUTO DE PESQUISA E ESTATÍSTICA DO DISTRITO FEDERAL - IPEDF Codeplan,00046060000145,cnpj,Acordo de Cooperação,"Estudo, compartilhamento e parceria para a promoção, produção e veiculação de material audiovisual em ações de interesse mútuo entre a CLDF e o INSTITUTO DE PESQUISA E ESTATÍSTICA DO DISTRITO FEDERAL - IPEDF Codeplan",Flavio Correa Ferreira/Andrea Heloiza Goulart,Felipe Machado Porto/ Patrick da Silva Lelis,,"PSG nº 07, de 05/01/2024, DCL nº 09, de 11/01/2024.",,2022-05-11,2027-04-15,vigente,não,não,2026-06-26T15:56:41
023-26,LIMA FARIA EMPREENDIMENTOS LTDA,28927482000149,cnpj,Dispensa,Contratação de empresa especializada para realização de serviço de confecção e instalação de marcenaria planejada para concluir a reforma da Sala de Apoio à Presidência no Térreo Inferior,,Ana Carolina Fontes Rodrigues Panerai / João Lucas Santos Flores / Marcelo Ulisses Pimenta,,"PSG n. 105 de 15/04/2026, DCL nº 72 de 17/04/2026.","49.950,00",2026-04-15,2027-04-15,vigente,não,sim,2026-06-26T15:56:41
026-26,LETTERA EDITORIAL S/S LTDA,03389271000179,cnpj,Inexigibilidade,"Prestação de serviços técnicos especializados de instrutoria destinados à realização dos eventos presenciais da Trilha de Aprendizagem Formação de Formadores , de curta duração, com 36 horas-aula, na modalidade presencial.",,Frederico Coelho Krause / Thais de Oliveira Alcantara,,"PSG n. 116 de 28/04/2026, DCL nº 83 de 04/05/2026.","100.500,00",2026-04-15,2027-04-15,vigente,não,sim,2026-06-26T15:56:41
